artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,mood_cluster
August D. Valentine,3tfAI9Uxp5nQWtVdrowQao,Just Like I Am,0.904,0.442,169461,0.252,0.895,0,0.111,-11.802,1,0.0457,159.894,4,0.472,60,5
sagun,08kPaWBiJUvUeMeBI18R6z,worst day,0.633,0.78,125143,0.0771,0.924,0,0.109,-17.352,1,0.125,139.988,3,0.424,60,5
Bernard,1B6O3Sh8xOPSPxW3bkF08C,Forthcoming,0.913,0.469,212151,0.104,0.92,7,0.111,-12.578,1,0.057,179.609,1,0.212,60,5
August D. Valentine,6SWHFNoYvWkFPBVi76EIdR,Dolores,0.981,0.779,155849,0.151,0.893,2,0.114,-15.220999999999998,1,0.0787,82.99600000000001,4,0.302,60,5
Sofia's Choice,44McOkwrQvgCzDxd5NZV6a,Soul Blanket,0.408,0.573,241227,0.19,0.85,1,0.131,-8.549,0,0.0425,180.048,4,0.0391,60,5
Smoke Trees,1Khq9h8aJoUBNExTyc03cT,Man in the Moon,0.962,0.725,119158,0.344,0.433,9,0.138,-16.930999999999997,0,0.154,74.036,4,0.345,60,5
Ghost Of Summer,5fsPBLoI0fYY48Yql6ThtE,Daylight,0.318,0.498,148794,0.203,0.851,5,0.0993,-18.024,1,0.036,121.971,4,0.0761,59,5
Pete MacKay,44jyPUVKIvcIRmqZjKQDTa,Issues,0.995,0.757,152083,0.106,0.966,1,0.1,-19.834,1,0.212,144.016,4,0.5429999999999999,59,5
Galavant Cross,2L564Gg8T5QvE3I9qc4Okr,Needless to Say,0.5529999999999999,0.6459999999999999,187105,0.472,0.936,5,0.215,-12.9,1,0.2189999999999999,94.958,4,0.401,59,5
Logan Pinchback,75dM074358E0GY7i9gjqWw,Cotton Candy Skies (Remix),0.616,0.6709999999999999,136744,0.348,0.857,7,0.0753,-14.606,1,0.0387,85.98899999999999,4,0.0627,59,5
Akomvir,6QSkAEoBrAToqemJXNml1D,Forgotten,0.462,0.288,63805,0.499,0.96,7,0.139,-14.009,1,0.0264,87.137,1,0.595,59,5
_mario,75xkgYEiVaiJ6As5MJE5xZ,home,0.785,0.622,125020,0.304,0.893,4,0.0989,-15.953,1,0.1989999999999999,92.55,4,0.85,59,5
Dontcry,7z3RyyqnIqfqcDDPbK9wHJ,Veggie,0.7140000000000001,0.569,88793,0.462,0.976,7,0.161,-15.557,1,0.0359,146.096,4,0.85,59,5
Hang Øver,2chomU2gaA6HYgi6XrWJAh,Morning Coffee,0.85,0.684,96867,0.37,0.907,9,0.1939999999999999,-10.233,0,0.0412,82.98299999999999,4,0.7190000000000001,59,5
Pandrezz,4hwoIqX4Rxd5Jtn3d2EC6q,Hangover,0.73,0.718,152000,0.498,0.852,3,0.0525,-6.99,0,0.0291,98.115,4,0.296,59,5
Les Clouds,5JJdBQbd2nokSTbDKk0dZm,The Message,0.989,0.336,240000,0.1969999999999999,0.957,9,0.105,-16.977999999999998,0,0.0471,167.882,4,0.14,59,5
Cozy Collective,0FdPTE1sarfbHb2IGbblBj,Being With You,0.883,0.7490000000000001,78117,0.441,0.8959999999999999,0,0.0814,-11.884,1,0.107,75.04899999999999,4,0.482,59,5
Justnormal,2QVvPcXhFyF3OdOoteL0JM,Monday Matinee,0.6940000000000001,0.6829999999999999,127000,0.331,0.703,4,0.1369999999999999,-12.219,1,0.0365,86.994,4,0.39,59,5
leaf beach,4pD9KoCT5R3F1wcibKtuXq,City Lights,0.466,0.725,135559,0.3389999999999999,0.7859999999999999,8,0.119,-11.75,0,0.2019999999999999,85.001,4,0.1889999999999999,59,5
A L E X,39rTBAxsQGuJkKC3KCMuaT,Iloveyou,0.6579999999999999,0.8079999999999999,165669,0.281,0.942,9,0.0854,-14.946,1,0.0512,120.989,4,0.0545,59,5
H E R B,5mdAnh6UTtbKzfRxHm8zKu,Purpose,0.93,0.5,135724,0.264,0.925,2,0.372,-14.8,1,0.0332,75.973,4,0.356,59,5
Roary,4pr31JsI5qADn6dHd7t5cQ,First,0.88,0.344,275600,0.252,0.931,4,0.103,-14.558,1,0.0367,114.788,4,0.144,59,5
fantompower,0uNKf8j4cNI1DLWpps877e,blankets,0.936,0.61,174000,0.147,0.956,7,0.111,-17.832,0,0.0409999999999999,79.954,4,0.1169999999999999,59,5
Casiio,7wSkoXvluRMn8IOpvS60eN,Lavender,0.855,0.489,69397,0.349,0.873,9,0.126,-13.78,1,0.1009999999999999,78.419,4,0.188,59,5
_tag,6hBofveV7cUFOSuUB9RQjk,busking,0.495,0.622,140714,0.0701,0.911,0,0.102,-13.015999999999998,1,0.0421,77.065,4,0.247,59,5
MARTIN $KY,0FM0FUcs3KpF4BIEv5jYNg,Sometimes,0.813,0.499,160580,0.223,0.952,6,0.143,-14.612,0,0.2019999999999999,68.725,4,0.47,59,5
Si Hyuk Bang,06XspRiZpjqVdXVdJNVxzB,Epiphany,0.984,0.418,282000,0.2689999999999999,0.867,5,0.0983,-11.773,1,0.0342,135.92,4,0.168,59,5
Konteks,5yyKlYGGeWC06GQDRbnfZl,Sum' Jazz,0.5329999999999999,0.6709999999999999,133171,0.449,0.975,2,0.136,-9.486,1,0.0938,79.682,4,0.295,59,5
Sumwun,59PXP2z7IjnPay5IoVX4EG,Palma,0.769,0.7609999999999999,99748,0.0682,0.884,7,0.0507,-13.573,0,0.0854,82.13,4,0.613,59,5
Knowmadic,3z3QKouio76OV0VVtwAXdy,Hydrangea,0.511,0.602,168889,0.148,0.934,11,0.121,-13.305,1,0.0369,81.042,4,0.21,59,5
Philanthrope,3xCT8qUrFlNFNM1laLoazq,Satoshi,0.809,0.684,145766,0.1939999999999999,0.907,7,0.365,-9.336,1,0.34,82.02799999999999,4,0.647,59,5
Claes Nilsson,4t3iREL6SRks2dfrVxoI1E,Lying To Myself,0.983,0.551,254468,0.123,0.955,2,0.12,-16.087,1,0.0448,148.062,4,0.585,59,5
mommy,62xQco2cuJXsqeercpl6jx,soupeddd!,0.7070000000000001,0.54,189000,0.268,0.856,5,0.1,-13.594,1,0.124,74.959,4,0.5379999999999999,59,5
Mad Zach,4bBaxQtS3RMjMJRRaREdAZ,Noth,0.609,0.318,192000,0.347,0.9,8,0.103,-13.523,0,0.144,169.73,4,0.0783,59,5
Ivy Rue,6VYJKywfIkNqI5ibYvr6wb,Perspective,0.993,0.477,209258,0.0316,0.957,7,0.11,-22.724,1,0.0648,137.69,4,0.135,59,5
Stan Forebee,0ehy55QZL3X2oHqbmJwsbB,Perfect Your Own,0.321,0.655,187141,0.318,0.857,2,0.109,-11.929,0,0.031,85.99,4,0.5920000000000001,59,5
Ben Howard,2Yu0AtCUsskiFKqtLCm0zc,Hot Heavy Summer,0.7609999999999999,0.617,229292,0.248,0.599,11,0.114,-14.998,1,0.0378,161.903,4,0.619,59,5
chief.,7vs4gQZ1EFQkfsMQNWiyT9,treehouse,0.8,0.742,118519,0.1989999999999999,0.882,11,0.0985,-9.561,0,0.0572,81.036,4,0.272,59,5
isaac gracie,56iI6wwW6Lm2DzRxl0TFqH,reverie,0.8420000000000001,0.218,343249,0.243,0.768,8,0.109,-11.173,1,0.0299,155.306,3,0.0708,59,5
August D. Valentine,7vjxo27ux20F8mxCM3zICr,Chains,0.919,0.563,180639,0.177,0.8690000000000001,7,0.107,-14.507,1,0.062,78.053,4,0.4539999999999999,59,5
Sofia's Choice,3pG3G1lRhmuxIndGtEQ3Hz,Sweet Feelings,0.509,0.696,217000,0.318,0.907,4,0.111,-11.339,1,0.0419,130.005,4,0.0597,59,5
Audio Dope,1DOgvODTLtEVTJ5ithFxTS,Clouds,0.609,0.541,190797,0.411,0.873,4,0.153,-8.283,0,0.133,156.22,4,0.547,59,5
Mishaal,6rBQHMvhlgXB2Mmda4fLCF,Kid Goku,0.626,0.6509999999999999,135981,0.317,0.784,8,0.129,-10.515,0,0.123,92.831,4,0.273,59,5
junyii.,3c8xULQwLwLKMEAp9T8l2o,.suede,0.807,0.76,80713,0.1159999999999999,0.969,1,0.182,-18.106,0,0.088,80.023,4,0.7490000000000001,59,5
Substantial,7oi13ImVBv0oKbJ565tODo,Closing (0037),0.706,0.672,171024,0.473,0.8,9,0.252,-12.989,0,0.0382,149.923,4,0.857,59,5
A L E X,5JSexBZZOyLgpA6ISfMr7f,This Week,0.5670000000000001,0.6920000000000001,165187,0.4039999999999999,0.927,10,0.13,-10.178,1,0.289,159.946,4,0.161,59,5
Yüzyüzeyken Konuşuruz,6WWWxMoe1w971lhmidgnCM,Uykusuz ve Dengesiz,0.672,0.601,219656,0.5329999999999999,0.621,0,0.173,-9.119,1,0.0271,93.996,4,0.514,58,5
Chris Anderson,5Lbb9qXQlYwsEDy9LBK7k0,Window Seat,0.6940000000000001,0.55,129730,0.563,0.883,3,0.106,-9.736,1,0.0634,74.207,4,0.299,58,5
Leavv,03pd9j9czxa7ydTLcnteP7,Sleep by the Waves,0.93,0.631,128551,0.0341,0.926,9,0.1009999999999999,-11.791,1,0.0514,78.997,3,0.291,58,5
Fractite,7ftgxd8rL8HSODwcue7jwH,Nights,0.7859999999999999,0.479,153600,0.15,0.93,0,0.121,-9.707,1,0.133,37.507,3,0.281,58,5
yonderling,0RcR3h212FCt1Uo4qPoSKT,Aquamarine,0.7090000000000001,0.593,169091,0.348,0.8809999999999999,4,0.0426,-15.933,0,0.276,87.93,4,0.254,58,5
Dontcry,5IgVgcvWjHoHVRpbLFHKM6,Ciruela,0.833,0.723,108195,0.305,0.898,10,0.0746,-13.433,0,0.0566,142.015,4,0.58,58,5
Novo Amor,19jTCAxeVnkwKnWHSsdg0i,Lucky for You,0.928,0.53,136000,0.31,0.514,10,0.102,-12.159,1,0.0388,177.97400000000002,4,0.73,58,5
damaa.beats,7s2xib9MzUvYR6w1pAkFFL,Joni - Live,0.546,0.743,111000,0.39,0.897,10,0.103,-13.509,0,0.102,169.773,4,0.407,58,5
Omaure,2xISYFhlKTcUFiFKyfzEOy,Tasty,0.753,0.715,105036,0.285,0.945,2,0.1169999999999999,-13.297,0,0.0874,83.01700000000001,4,0.513,58,5
Aerocity,7CgMevmCBwaGAEjXtvaj0e,If You Come Back (Aerocity Rework),0.3829999999999999,0.215,271015,0.311,0.785,4,0.187,-12.345,0,0.033,144.989,4,0.0332,58,5
Branford Marsalis Quartet,25cJePcRAgKUKtjH8Wm1MQ,Cianna,0.883,0.563,452067,0.451,0.835,3,0.129,-9.438,1,0.0317,99.868,4,0.47,58,5
Fredrik Kronkvist,5duSC0GiQTYs2fdYnS4Qx5,Theme for Ernie,0.929,0.445,304293,0.144,0.664,1,0.1639999999999999,-17.051,1,0.0367,138.898,5,0.206,58,5
hiyasu,2prrXGmfdxjd3mbmJt2Aqg,Nightfall,0.948,0.565,154667,0.0603,0.888,7,0.0696,-18.532,0,0.0905,180.05700000000002,4,0.3279999999999999,58,5
Melodiesinfonie,1NYB0pmtnBykL3aID8y4sy,Morning Glory,0.929,0.722,210750,0.175,0.617,0,0.0931,-11.255999999999998,0,0.0474,84.995,4,0.213,58,5
Phlocalyst,4McqaQXrWK9aa20TCHdXJ9,Hier encore,0.0547,0.768,124082,0.0722,0.884,10,0.1119999999999999,-13.403,0,0.0919,89.075,4,0.6,58,5
homieunculus,1DzXUft1agxhmOFIST3grG,my ____ for you..,0.495,0.514,69875,0.4679999999999999,0.946,7,0.301,-8.622,1,0.098,84.288,4,0.421,58,5
Smartface,56tfmNU8wutv6Rc2sCEXCT,I'd Rather Sleep,0.655,0.7659999999999999,139279,0.377,0.865,1,0.0991,-12.847,0,0.0586,80.984,4,0.872,58,5
Medasin,0u74chsSgmcIyhhOqTrEyV,Leaving Earth 2,0.757,0.479,193413,0.423,0.7759999999999999,5,0.0672,-14.568,0,0.0674,68.345,4,0.0696,58,5
The Piano Guys,3Jj5Jho1NVrUXi9j6Nunf1,A Million Dreams - T,0.986,0.5660000000000001,285838,0.211,0.916,10,0.11,-19.529,1,0.0425,139.924,4,0.2289999999999999,58,5
Johann Sebastian Bach,0nrCOJpS3gpwLvoANVZEeJ,"Prelude & Fughetta in G Major, BWV 902: 1. Prelude",0.992,0.38,206427,0.254,0.926,2,0.1169999999999999,-24.967,1,0.0365,101.1,4,0.805,58,5
DJ Koze,6RYnTnUSj8uTZhIJUoOuC8,Muddy Funster,0.922,0.367,324400,0.272,0.58,7,0.1119999999999999,-14.315,0,0.0523,119.753,3,0.0868,58,5
Ólafur Arnalds,6wUU6ff7O1jlE4NOrv01gI,re:member,0.968,0.366,364648,0.336,0.934,8,0.0898,-17.407,1,0.0367,140.037,4,0.0542,58,5
HM Surf,7lf01S7e2hn0VbITfoY2br,Couch Day,0.366,0.867,152750,0.0873,0.447,9,0.1,-21.667,1,0.0969,132.001,4,0.484,58,5
Frad,4iXGlh1ll5c1eFiOTEz9zf,Paris,0.851,0.6759999999999999,147000,0.4629999999999999,0.915,2,0.132,-10.724,0,0.0813,79.983,4,0.514,58,5
Philanthrope,6LYZJO63vymjB7oAdefzC2,Mola,0.856,0.799,152072,0.2189999999999999,0.902,6,0.0929,-10.14,0,0.0387,78.008,4,0.593,58,5
Daniel Westley,2aAGxtISP7yQsmPud1HZWH,First Movement,0.972,0.7859999999999999,146589,0.1119999999999999,0.847,2,0.109,-16.311,1,0.0559999999999999,120.001,4,0.0839,58,5
Novo Amor,2tSjhsJNIMBjNpnapXnd7y,Birthplace,0.954,0.7440000000000001,190573,0.3289999999999999,0.591,1,0.0971,-9.869,1,0.0312,125.629,4,0.389,58,5
Khruangbin,2f5OAOdaYeFj5mwyganOjD,Friday Morning - Recorded at Spotify Studios NYC,0.3289999999999999,0.439,396554,0.196,0.908,2,0.11,-14.863,1,0.0603,65.87899999999999,4,0.5,58,5
Oatmello,70SfQj2pVrfqgE4wvnIcwV,No Way Back,0.902,0.536,101647,0.325,0.952,4,0.114,-11.783,0,0.0532,170.118,4,0.185,58,5
Idealism,6F1tpMt4vwHFx5A8aWq5Q2,Evenings,0.731,0.644,121482,0.179,0.912,4,0.0993,-11.329,1,0.0462,80.999,4,0.19,58,5
Dweeb,7EExHTWWXsZxhugGaGGh1O,Fondue,0.493,0.4589999999999999,68609,0.32,0.943,1,0.107,-13.716,1,0.0311,83.615,4,0.261,58,5
mommy,4eO45qgSrPSozyPfwdLXpT,light strands,0.908,0.8370000000000001,106000,0.0798,0.909,0,0.085,-13.512,1,0.106,81.985,4,0.608,58,5
Psalm Trees,6LlA0DFNRn8HHaRwF7dXOn,"Softly, Pt. 2",0.865,0.636,84444,0.471,0.614,10,0.33,-9.147,1,0.0758,81.009,4,0.565,58,5
deadmau5,2vPlEZrLXYhZkMzEFyfroi,Nyquist,0.8190000000000001,0.72,198750,0.477,0.752,5,0.0575,-12.702,1,0.0749,128.049,4,0.265,58,5
Blake Skowron,3vO4yolddOhdDHWL5GB0Fn,Rare,0.7959999999999999,0.268,330000,0.471,0.8959999999999999,5,0.0975,-16.493,0,0.1369999999999999,170.43200000000002,5,0.133,58,5
Oskar Schuster,3UQuIAdm6oyscUbVxCn6n2,Fryderyk,0.984,0.508,146000,0.134,0.96,1,0.0952,-21.304,1,0.0328,104.452,4,0.36,58,5
Claes Nilsson,1rngnOyeVnBBOIuEWmpujn,"For You, My Companion",0.701,0.496,153088,0.314,0.857,7,0.073,-10.009,1,0.108,143.517,4,0.371,58,5
Adrianne Lenker,7f3xVpWfp3FPursBSrIEMJ,symbol,0.909,0.552,229133,0.616,0.877,7,0.127,-11.59,1,0.0276,147.035,4,0.698,58,5
Nohidea,1IeMXbBRCRAeBITfmsLIQw,drift..,0.428,0.579,89157,0.313,0.921,7,0.0607,-13.050999999999998,1,0.0528,87.836,4,0.6940000000000001,58,5
Robot Orchestra,0Uc6MFYDGWCjVqLcItDNx4,Thinking of You,0.7170000000000001,0.476,192256,0.621,0.938,6,0.276,-9.756,0,0.176,82.04799999999999,4,0.215,57,5
Medasin,4XE9Ggjr33rRGbjDHbGaTQ,Mr. Skitters,0.75,0.5,182800,0.311,0.899,1,0.109,-13.137,1,0.044,74.98100000000001,4,0.0398,57,5
SwuM,23mtnfduyTDdox1Zmfh4Nk,Stay.,0.691,0.525,123133,0.504,0.609,6,0.0986,-12.604,0,0.0311,78.01899999999999,4,0.264,57,5
Psalm Trees,6nAusSD1YlsxMo3HKWf8GL,The First,0.92,0.481,132259,0.228,0.88,11,0.127,-17.019000000000002,0,0.1939999999999999,77.331,1,0.2,57,5
Zero Mileage,55ojtTlWV3pyJLxIWEn0Z2,Clovelly Dreams,0.286,0.478,191162,0.305,0.954,4,0.07,-14.726,0,0.03,137.965,4,0.0701,57,5
Delayde,4AahxMIc9VAZ2SqxcIiOMT,magnolia dreams,0.78,0.716,118588,0.527,0.733,6,0.123,-9.354,0,0.2019999999999999,85.006,4,0.225,57,5
Swardy,1YrV8fAkywtQ1fs4GwGewK,I Remember Maine,0.951,0.5579999999999999,173217,0.109,0.902,6,0.107,-22.844,1,0.0393,172.606,3,0.1119999999999999,57,5
ocha,3UgwYXtxp704yVsTaoV82N,icy.tears,0.737,0.7140000000000001,216000,0.3929999999999999,0.877,4,0.0614,-15.336,1,0.0497,160.32299999999998,4,0.298,57,5
Oatmello,7IhFrpGDnBnCPlVxEgaUDg,Diamonds,0.713,0.727,154074,0.302,0.846,4,0.0828,-12.333,0,0.0619,81.013,4,0.1119999999999999,57,5
JORDANN,2e4bpRLZAQm572Oej0Uhzl,I Revel in You,0.83,0.762,213571,0.336,0.8640000000000001,4,0.109,-13.009,0,0.0699,166.012,4,0.5660000000000001,57,5
Medasin,1GdkGsln9i2RYro5gTAht7,Warm Blue,0.957,0.504,166027,0.419,0.901,3,0.353,-16.722,0,0.0717,133.977,4,0.342,57,5
less.people,53TnaLXIUyOF9RqSb1LwbZ,Look what you've done (Old Playa reprise),0.134,0.4679999999999999,141015,0.16,0.84,10,0.115,-18.396,0,0.054,105.399,1,0.395,57,5
The Piano Guys,3WDjj4qNiMlArMHZFt9WyQ,Perfect,0.987,0.507,310080,0.19,0.907,8,0.11,-15.628,1,0.0639,179.22099999999998,3,0.118,57,5
Smeyeul.,4lyxEX8pYwWsjxYO1f1Pt2,relax,0.981,0.785,92903,0.106,0.6990000000000001,1,0.125,-21.681,1,0.392,124.038,4,0.222,57,5
Heinz Goldblatt,454XRIwlukSSffvRihn6RR,Harps,0.991,0.247,199315,0.0446,0.949,6,0.0959,-21.012,1,0.062,209.421,4,0.272,57,5
santpoort,4b5WUZHr1Yhajtq5WUFDVQ,nomads of the sea,0.919,0.7959999999999999,145076,0.341,0.3339999999999999,9,0.121,-15.105,0,0.148,146.025,4,0.603,57,5
Melodiesinfonie,3qKzDxMgVaRVYaG4ZNUG4Z,Tokyo,0.63,0.638,73333,0.482,0.778,9,0.273,-14.656,0,0.0975,120.099,4,0.2289999999999999,57,5
Kina,6rzXElsp81yWcDmWf9lBTd,I've Changed for You,0.941,0.644,196415,0.203,0.866,9,0.0813,-16.092,1,0.0314,109.967,4,0.158,57,5
DRWN.,55vo6aUFx7en3lD2uX6O9B,nightshift (red wine and cigs),0.843,0.7290000000000001,82500,0.1969999999999999,0.951,7,0.115,-9.876,1,0.061,140.05700000000002,4,0.421,57,5
Kudasaibeats,0sFwZqyIjDWckiS7FLxAjL,When I See You,0.575,0.638,210000,0.154,0.944,2,0.0898,-17.921,1,0.0356,160.05200000000002,4,0.11,57,5
Beowülf,5qbWgH6xs6CUkua6tG2BNP,Is It Too Late for Me,0.862,0.86,117002,0.302,0.2689999999999999,1,0.168,-19.123,1,0.148,113.987,4,0.935,57,5
Two Sleepy,2SCetgrHxLQXXa1XWlkAWZ,we used to,0.467,0.565,112500,0.221,0.795,8,0.138,-16.045,0,0.0806,83.57799999999999,4,0.0779,57,5
Leavv,4Ql5u9D2XR4Ew1Ujqjpki7,Tomorrow,0.736,0.718,171034,0.23,0.8420000000000001,6,0.104,-10.103,0,0.0372,87.035,4,0.607,57,5
baechulgi,4DOpCC46dXnMi7jXprBf8r,north shore,0.851,0.675,125425,0.302,0.8540000000000001,5,0.103,-11.263,1,0.0972,82.31299999999999,4,0.315,57,5
potsu,2VkQBd7ddwVSEmKptP7rEL,lean back,0.913,0.73,129000,0.115,0.92,9,0.0765,-13.429,0,0.0418,93.912,4,0.0731,57,5
Cowode,3Oa86tDOeUTcCPdmhPAHDv,Faith,0.6829999999999999,0.762,65358,0.144,0.913,0,0.104,-15.852,1,0.0428,160.526,4,0.483,57,5
Smuv,78QND38pGuTWcwqJkKrrc3,eucalyptus,0.591,0.531,94748,0.108,0.894,6,0.109,-16.624000000000002,1,0.131,176.817,4,0.7190000000000001,57,5
Kupla,4h4TKcnaFcbnI60YbOsULN,Raindrops,0.622,0.596,145116,0.354,0.917,10,0.141,-9.689,1,0.141,85.949,4,0.162,57,5
Delayde,5JZcqp91d9ZfvkGmgb9jjT,viaduct creek,0.537,0.738,84000,0.207,0.934,11,0.1119999999999999,-13.185,0,0.273,80.051,4,0.6609999999999999,57,5
Limes,4AzvNQcn1I4sZ2wJrW5ATq,St. Clements,0.356,0.752,77519,0.142,0.583,8,0.104,-15.153,1,0.237,154.894,4,0.373,57,5
Made in M,1jEXFCTY9rVKWehy7mgs4r,Mushroom Kingdom,0.4039999999999999,0.706,84353,0.322,0.892,8,0.076,-11.434,1,0.214,164.209,4,0.912,57,5
Mujo,4tQFztHM1YDuQLn3GHxkg4,Hakone Garden,0.732,0.7809999999999999,96635,0.127,0.897,8,0.115,-14.637,0,0.0672,87.023,4,0.632,57,5
Springs Of Sleep,4pizFjwJsU41FLkbwtJluM,Here comes the sun,0.657,0.73,170646,0.253,0.94,9,0.0749,-17.084,1,0.0658,109.89,4,0.708,57,5
2Cellos,0AOvD8LrdeDVDaLzSB7YsM,Perfect,0.962,0.3,224803,0.245,0.902,7,0.115,-12.223,1,0.0429,96.813,3,0.496,56,5
Hampus Bjorklund,2Arf9tYQDxJm68hKwcqIT7,Born to Be yours,0.993,0.565,164141,0.15,0.915,2,0.0921,-17.969,1,0.0707,159.90200000000002,4,0.165,56,5
Dontcry,2rv4nn9uQ7DXRZjHmU0hyV,Bami,0.773,0.488,99756,0.391,0.901,4,0.0981,-14.331,0,0.0495,161.665,4,0.639,56,5
Dontcry,6TDGrepoM3WxbSUBiyB2K1,Belly,0.847,0.73,100500,0.0557,0.922,0,0.0886,-13.911,1,0.34,85.99799999999999,4,0.636,56,5
Slim.,5WErmcGzP5Jbpv5kkrlPmQ,Nisene Marks,0.865,0.8340000000000001,85560,0.0174,0.7609999999999999,4,0.111,-15.905,0,0.249,83.77600000000001,4,0.4679999999999999,56,5
Lukewarm,7bzfSkG6yleHDWjPnJ1Po3,Two Little Birds,0.812,0.6940000000000001,88671,0.128,0.88,5,0.102,-13.595,1,0.0834,76.059,4,0.608,56,5
Novo Amor,6IGq3RtjQ7o25MvImbKzRQ,No Fun,0.912,0.5920000000000001,211500,0.151,0.696,11,0.109,-14.161,1,0.0332,127.344,4,0.291,56,5
Psalm Trees,17GmgM0jGZtnihiLnLLwms,The Morning After,0.855,0.6920000000000001,160000,0.3329999999999999,0.933,6,0.185,-9.883,0,0.0491,168.108,4,0.182,56,5
Ajmw,2AvjKqgGnXUVsF85fIC7Z7,Joyride,0.784,0.778,145823,0.154,0.917,0,0.109,-13.63,1,0.0807,79.007,4,0.318,56,5
Philanthrope,6qfHD6QrVZDAJEkYjYgB9a,Sodium Pt.2,0.826,0.53,126000,0.106,0.909,8,0.108,-12.188,0,0.36,172.051,3,0.687,56,5
less.people,7gdVxoiUbQh2rdAxQ89XYv,Otherside of the Game,0.7879999999999999,0.579,145279,0.2319999999999999,0.7659999999999999,1,0.11,-12.795,1,0.331,79.908,4,0.264,56,5
Leko,2VZ070zPbAkjhHQlrKlcNj,Yikes,0.934,0.613,79464,0.389,0.958,3,0.155,-13.724,0,0.154,99.967,4,0.207,56,5
.ihaveaface,3gdl12CFiK1DRFK3d330Sj,by my side,0.843,0.715,155676,0.2769999999999999,0.715,5,0.0912,-17.233,0,0.118,73.998,4,0.309,56,5
Justnormal,0nJgu4GangTPIwphp0X7l2,Singing To Sleep,0.7829999999999999,0.7070000000000001,132414,0.156,0.897,1,0.102,-15.46,1,0.0448,87.025,4,0.376,56,5
Devaloop,1TMYom7wnZCPxj8yLktd9s,Lies,0.3989999999999999,0.748,128781,0.284,0.885,8,0.109,-11.293,0,0.0543,164.024,4,0.417,56,5
Mujo,1Kme4Ej9fVmkXCrMrhVeA3,Snowball,0.123,0.815,95014,0.103,0.8420000000000001,6,0.0681,-13.257,0,0.14,75.175,4,0.372,56,5
Slim.,4ycypHBiZPgb60KcSAm858,Night Bus,0.195,0.612,179067,0.0937,0.882,0,0.0999,-14.014,1,0.156,83.738,4,0.205,56,5
Allem Iversom,2s8XcK4cBsHFL7qoTB5odv,Leaves,0.925,0.5820000000000001,117073,0.113,0.922,7,0.125,-19.44,1,0.416,164.326,4,0.345,56,5
Cora Zea,2IbOMyObpd2vXMQSNrV3kP,Land Of Eternal Spring,0.977,0.351,218334,0.129,0.882,6,0.108,-19.656,1,0.0337,186.125,3,0.244,56,5
Helado Negro,090a3fK6DnEKCECdfctvYy,Running,0.782,0.7979999999999999,264525,0.344,0.642,8,0.119,-13.231,1,0.0397,119.99,4,0.143,56,5
Aso,0wHO1OJWEUnrJ0N0JuD1IB,Rift,0.551,0.731,178537,0.0933,0.9,0,0.0727,-20.525,0,0.0743,82.07,4,0.291,56,5
Justnormal,53Is8dRiKX3OcaoVAu5uG8,Blue Birds,0.7959999999999999,0.412,147353,0.435,0.601,7,0.103,-12.939,0,0.0776,80.762,4,0.208,56,5
Swardy,6lBu7wQzyNUbZ9WOCsZbEB,Begin at the End,0.506,0.281,72000,0.286,0.872,1,0.104,-13.304,1,0.0611,180.12400000000002,4,0.0717,56,5
Maribou State,7isVqPzG3R5ni6IM4YG0sv,Glasshouses,0.637,0.617,225910,0.483,0.763,9,0.0626,-9.54,1,0.0454,89.98,4,0.177,56,5
Pyotr Ilyich Tchaikovsky,1kbZaYVjv21tlxdql5M3bb,In My Blood / Swan Lake,0.8740000000000001,0.33,237000,0.528,0.85,5,0.302,-9.412,1,0.0322,139.917,4,0.293,56,5
Two Feet,68jISmZBEKis7eg5Ijr17k,Felt Like Playing Guitar And Not Singing,0.921,0.261,188827,0.738,0.951,7,0.096,-5.778,1,0.0563,77.783,4,0.2789999999999999,56,5
mommy,4DXYgyfzAnjdoarE1k33SZ,hennies & beanies,0.943,0.855,68481,0.249,0.877,6,0.103,-15.316,0,0.2239999999999999,69.922,4,0.206,56,5
GurtyBeats,3ZkLNpIhQdcGjgnOmTBuQk,Long Way Back,0.396,0.715,109091,0.321,0.5870000000000001,11,0.0802,-11.626,0,0.04,88.006,4,0.417,56,5
Smeyeul.,7BurSiYIvxlXXXyoUnQ1Ez,blooms,0.892,0.81,76800,0.0279999999999999,0.905,0,0.113,-20.864,0,0.0785,75.006,4,0.504,56,5
Hawktail,1978mHtOizHKUYGp1a84ys,Unless,0.907,0.28,324413,0.136,0.585,2,0.0937,-16.649,1,0.0429,177.332,3,0.3929999999999999,56,5
jrd.,1KCRIpka7zPgYHAJZagVL4,Mistify,0.962,0.6990000000000001,81106,0.2239999999999999,0.805,4,0.342,-11.556,1,0.426,147.702,4,0.644,56,5
Knowmadic,5MzdRLptsrihyrpxtI2hNH,Beginnings,0.7879999999999999,0.612,73777,0.183,0.599,6,0.108,-15.316,0,0.113,69.987,5,0.519,56,5
santpoort,70s82y5YSYOsLhlQnZNh1E,wading through the wetlands,0.743,0.569,164583,0.508,0.782,2,0.104,-18.97,1,0.037,140.03799999999998,4,0.363,56,5
